"","treeid","tree_id","location","stand","plotid","plot_id","growth","layer","onplot","x_m","y_m","dbh_mm","decay","species","sp_group_dist","sp_type","treetype","status","status_re","layer_re","growth_re","lat","lng","lord","date","date_re","SPCD","wood_density_gcm3_Forrester","wood_density_zanne_2009_gcm3","wood_density_gcm3","SLA_cm2g_mean"
"1","ALB_CUR_001_1_001",62638,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,1,-3.745,-1.741,302,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"2","ALB_CUR_001_1_002",62639,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,1,-4.074,-2.882,405,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"3","ALB_CUR_001_1_003",62640,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,1,-3.298,-3.377,346,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"4","ALB_CUR_001_1_004",62641,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,1,-0.835,-4.564,338,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"5","ALB_CUR_001_1_005",62642,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,1,-0.857,-6.322,341,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"6","ALB_CUR_001_1_007",62644,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,1,-3.787,-5.209,293,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"7","ALB_CUR_001_1_009",62646,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,1,-5.268,-4.363,323,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"8","ALB_CUR_001_1_010",62647,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,1,-6.658,-3.276,518,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"9","ALB_CUR_001_1_011",62648,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,1,-5.694,-0.422,225,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,2,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"10","ALB_CUR_001_1_012",62649,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,2,-0.79,8.905,91,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,2,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"11","ALB_CUR_001_1_013",62650,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-2.441,9.419,477,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"12","ALB_CUR_001_1_014",62651,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,13,2,-0.25,10.217,87,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"13","ALB_CUR_001_1_015",62652,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,2.395,9.286,596,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"14","ALB_CUR_001_1_016",62653,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,13,2,5.61,9.369,99,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"15","ALB_CUR_001_1_017",62654,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,2,5.719,8.806,331,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"16","ALB_CUR_001_1_019",62656,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,7.58,9.699,458,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"17","ALB_CUR_001_1_020",62657,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,7.92,7.209,470,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"18","ALB_CUR_001_1_021",62658,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,13,2,9.908,4.094,115,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"19","ALB_CUR_001_1_022",62659,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,10.122,4.071,464,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"20","ALB_CUR_001_1_024",62661,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,18.314,6.217,112,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"21","ALB_CUR_001_1_025",62662,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,14.566,14.369,288,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"22","ALB_CUR_001_1_026",62663,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,10.242,17.236,128,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"23","ALB_CUR_001_1_027",62664,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,12,3,7.259,17.353,251,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"24","ALB_CUR_001_1_029",62666,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,12,3,8.959,18.927,143,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,2,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"25","ALB_CUR_001_1_030",62667,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,8.428,19.703,99,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"26","ALB_CUR_001_1_032",62669,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,2,4.035,14.073,119,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"27","ALB_CUR_001_1_033",62670,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,13,2,2.524,14.329,90,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"28","ALB_CUR_001_1_034",62671,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,2,3.249,14.593,150,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"29","ALB_CUR_001_1_036",62673,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,2.703,15.679,214,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"30","ALB_CUR_001_1_037",62674,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,2,1.185,16.407,88,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"31","ALB_CUR_001_1_038",62675,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-1.042,16.427,328,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"32","ALB_CUR_001_1_039",62676,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,5.193,17.84,185,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"33","ALB_CUR_001_1_040",62677,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,4.707,18.098,164,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"34","ALB_CUR_001_1_041",62678,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,3,2.621,18.303,190,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"35","ALB_CUR_001_1_042",62679,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-3.206,20.197,300,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"36","ALB_CUR_001_1_043",62680,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-3.533,20.203,148,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"37","ALB_CUR_001_1_045",62682,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-8.35,15.924,403,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"38","ALB_CUR_001_1_046",62683,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-9.212,16.994,320,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"39","ALB_CUR_001_1_050",62687,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-10.275,15.228,235,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"40","ALB_CUR_001_1_052",62689,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-11.185,13.329,356,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"41","ALB_CUR_001_1_053",62690,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-10.926,14.68,288,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"42","ALB_CUR_001_1_054",62691,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-10.495,16.316,299,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"43","ALB_CUR_001_1_055",62692,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,-11.042,16.06,111,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"44","ALB_CUR_001_1_057",62694,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,-11.112,16.436,155,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"45","ALB_CUR_001_1_058",62695,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-11.426,16.731,310,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"46","ALB_CUR_001_1_059",62696,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,-13.253,13.614,171,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"47","ALB_CUR_001_1_060",62697,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-13.062,14.235,446,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"48","ALB_CUR_001_1_062",62699,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-15.215,14.343,373,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"49","ALB_CUR_001_1_063",62700,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-13.556,16.945,369,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"50","ALB_CUR_001_1_065",62702,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-18.768,10.753,285,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"51","ALB_CUR_001_1_066",62703,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-16.98,7.113,460,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"52","ALB_CUR_001_1_067",62704,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,-17.277,4.795,216,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"53","ALB_CUR_001_1_068",62705,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-17.642,4.553,286,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"54","ALB_CUR_001_1_070",62707,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,2,-17.122,3.714,173,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"55","ALB_CUR_001_1_073",62710,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-18.465,1.879,275,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"56","ALB_CUR_001_1_074",62711,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-19.671,-2.663,548,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"57","ALB_CUR_001_1_075",62712,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-15.165,-6.375,383,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"58","ALB_CUR_001_1_077",62714,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-18.336,-10.155,345,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"59","ALB_CUR_001_1_078",62715,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-10.639,0.807,566,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"60","ALB_CUR_001_1_079",62716,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-9.812,-0.593,376,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"61","ALB_CUR_001_1_081",62718,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-10.622,-2.82,319,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"62","ALB_CUR_001_1_083",62720,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-6.588,-7.722,268,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"63","ALB_CUR_001_1_084",62721,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-8.75,-9.011,426,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"64","ALB_CUR_001_1_085",62722,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-11.087,-8.367,395,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"65","ALB_CUR_001_1_086",62723,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-11.739,-8.614,390,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"66","ALB_CUR_001_1_087",62724,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-17.746,-12.192,521,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"67","ALB_CUR_001_1_089",62726,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,3,-14.508,-13.533,335,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"68","ALB_CUR_001_1_090",62727,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-15.215,-14.489,371,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"69","ALB_CUR_001_1_091",62728,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,-9.712,-17.151,552,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"70","ALB_CUR_001_1_093",62730,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-2.318,-12.039,500,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"71","ALB_CUR_001_1_094",62731,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,-1.104,-7.964,620,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"72","ALB_CUR_001_1_095",62732,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,2,7.937,-2.751,254,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"73","ALB_CUR_001_1_096",62733,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,2,9.327,-1.387,192,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,15,-1,-1,42.3609147112,19.8664328627,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"74","ALB_CUR_001_1_097",62734,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,16.16,-0.045,390,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"75","ALB_CUR_001_1_098",62735,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,16.015,-0.688,524,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"76","ALB_CUR_001_1_099",62736,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,11,2,11.44,-5.94,298,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"77","ALB_CUR_001_1_100",62737,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,2,11.023,-8.55,328,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,2,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"78","ALB_CUR_001_1_101",62738,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,2,13.189,-8.773,429,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"79","ALB_CUR_001_1_102",62739,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,2,14.089,-7.413,242,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"80","ALB_CUR_001_1_103",62740,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,17.311,-5.748,280,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"81","ALB_CUR_001_1_104",62741,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,20.314,-6.636,423,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"82","ALB_CUR_001_1_105",62742,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,15.703,-10.209,388,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"83","ALB_CUR_001_1_106",62743,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,13,3,17.528,-9.796,109,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"84","ALB_CUR_001_1_107",62744,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,0,12,3,17.64,-9.985,219,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"85","ALB_CUR_001_1_108",62745,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,13.927,-14.548,371,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"86","ALB_CUR_001_1_109",62746,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,11.681,-16.37,296,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"87","ALB_CUR_001_1_111",62748,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,13.017,-16.53,364,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"88","ALB_CUR_001_1_112",62749,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,12.391,-17.301,402,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"89","ALB_CUR_001_1_113",62750,"Prokletije Mountains","Curraj i Eperm","ALB_CUR_001_1",5,1,11,3,12.661,-17.091,325,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.3609147112,19.8664328627,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
