"","treeid","tree_id","location","stand","plotid","plot_id","growth","layer","onplot","x_m","y_m","dbh_mm","decay","species","sp_group_dist","sp_type","treetype","status","status_re","layer_re","growth_re","lat","lng","lord","date","date_re","SPCD","wood_density_gcm3_Forrester","wood_density_zanne_2009_gcm3","wood_density_gcm3","SLA_cm2g_mean"
"1741","ALB_LUM_002_2_143",64779,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,1,11,3,18.385,8.896,563,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1742","ALB_LUM_002_2_144",64780,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,1,13,2,13.692,-2.446,193,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,1,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1743","ALB_LUM_002_2_145",64781,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,13.585,-2.115,186,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1744","ALB_LUM_002_2_146",64782,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,14.068,-2.192,87,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1745","ALB_LUM_002_2_147",64783,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,14.318,-1.971,62,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1746","ALB_LUM_002_2_148",64784,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,12.73,-3.233,107,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1747","ALB_LUM_002_2_149",64785,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,1,13,2,14.084,-4.92,90,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1748","ALB_LUM_002_2_151",64787,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,11.257,-3.812,69,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,15,-1,-1,42.4951751144,20.0432189136,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1749","ALB_LUM_002_2_152",64788,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,11.07,-4.47,86,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1750","ALB_LUM_002_2_153",64789,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,12,2,9.944,-3.772,129,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1751","ALB_LUM_002_2_155",64791,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,8.741,-3.666,85,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1752","ALB_LUM_002_2_156",64792,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,9.436,-5.153,123,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1753","ALB_LUM_002_2_157",64793,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,1,11,2,8.846,-5.087,402,-1,"Abies alba","Abies","coniferous","0",1,1,11,1,42.4951751144,20.0432189136,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1754","ALB_LUM_002_2_161",64797,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,9.308,-7.726,67,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1755","ALB_LUM_002_2_162",64798,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,1,12,2,8.761,-9.584,312,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.4951751144,20.0432189136,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1756","ALB_LUM_002_2_163",64799,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_002_2",22,0,13,2,8.129,-7.31,67,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4951751144,20.0432189136,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1757","ALB_LUM_003_1_001",64800,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,0.901,1.768,94,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1758","ALB_LUM_003_1_002",64801,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-1.029,2.35,75,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1759","ALB_LUM_003_1_003",64802,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-2.898,3.224,362,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1760","ALB_LUM_003_1_004",64803,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-3.878,2.36,232,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,2,12,0,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1761","ALB_LUM_003_1_005",64804,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-4.488,2.134,63,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1762","ALB_LUM_003_1_006",64805,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-4.649,0.318,69,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1763","ALB_LUM_003_1_007",64806,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-4.922,-0.759,289,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1764","ALB_LUM_003_1_008",64807,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-3.325,-2.449,345,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1765","ALB_LUM_003_1_009",64808,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-2.886,-2.668,274,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1766","ALB_LUM_003_1_010",64809,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-1.364,-3.792,91,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1767","ALB_LUM_003_1_011",64810,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,1,0.416,-2.658,261,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,13,-1,-1,42.4937302462,20.043167319,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1768","ALB_LUM_003_1_012",64811,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-3.165,-6.188,105,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1769","ALB_LUM_003_1_013",64812,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-2.068,-5.558,360,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1770","ALB_LUM_003_1_014",64813,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-1.188,-5.288,229,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1771","ALB_LUM_003_1_015",64814,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,1,-0.73,-4.633,182,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,15,-1,-1,42.4937302462,20.043167319,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1772","ALB_LUM_003_1_016",64815,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,1.102,-4.507,75,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1773","ALB_LUM_003_1_017",64816,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,2.968,-4.995,87,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1774","ALB_LUM_003_1_018",64817,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,4.947,-1.816,421,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1775","ALB_LUM_003_1_019",64818,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,4.106,-1.983,68,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1776","ALB_LUM_003_1_020",64819,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,4.335,-0.625,76,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1777","ALB_LUM_003_1_021",64820,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,5.729,-0.903,98,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1778","ALB_LUM_003_1_022",64821,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,2.896,0.738,127,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1779","ALB_LUM_003_1_023",64822,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,0.421,4.215,153,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1780","ALB_LUM_003_1_024",64823,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,1.962,7.104,401,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1781","ALB_LUM_003_1_025",64824,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,3.216,6.665,263,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1782","ALB_LUM_003_1_026",64825,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,2.02,-0.897,107,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1783","ALB_LUM_003_1_027",64826,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,3.779,6.686,67,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1784","ALB_LUM_003_1_028",64827,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-2.714,6.672,87,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1785","ALB_LUM_003_1_029",64828,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-6.156,4.267,83,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1786","ALB_LUM_003_1_030",64829,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-5.692,1.7,60,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1787","ALB_LUM_003_1_031",64830,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-7.427,1.749,246,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,0,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1788","ALB_LUM_003_1_032",64831,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,1,-6.55,-1.899,249,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1789","ALB_LUM_003_1_033",64832,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,-7.754,1.401,75,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1790","ALB_LUM_003_1_034",64833,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,-9.501,2.748,95,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1791","ALB_LUM_003_1_035",64834,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,-8.667,4.334,328,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1792","ALB_LUM_003_1_036",64835,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,2,-3.183,7.957,312,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,12,0,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1793","ALB_LUM_003_1_037",64836,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,-4.116,9.146,499,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1794","ALB_LUM_003_1_038",64837,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,-3.51,9.278,71,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1795","ALB_LUM_003_1_039",64838,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,-5.842,10.183,81,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1796","ALB_LUM_003_1_040",64839,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,-7.193,10.781,122,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1797","ALB_LUM_003_1_041",64840,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,-7.75,12.279,487,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1798","ALB_LUM_003_1_042",64841,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,-12.182,11.408,300,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1799","ALB_LUM_003_1_043",64842,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,-12.203,11.459,269,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1800","ALB_LUM_003_1_044",64843,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,-1.221,8.301,65,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1801","ALB_LUM_003_1_045",64844,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,-2.337,10.657,74,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1802","ALB_LUM_003_1_046",64845,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,2,-0.731,12.088,162,-1,"Abies alba","Abies","coniferous","0",1,1,12,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1803","ALB_LUM_003_1_047",64846,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,0.031,10.38,102,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1804","ALB_LUM_003_1_048",64847,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,1.782,8.832,122,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1805","ALB_LUM_003_1_049",64848,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,1.188,8.275,69,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1806","ALB_LUM_003_1_050",64849,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,2.712,12.274,272,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1807","ALB_LUM_003_1_051",64850,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,11,2,2.881,11.649,236,-1,"Abies alba","Abies","coniferous","0",1,1,11,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1808","ALB_LUM_003_1_052",64851,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,4.722,11.671,80,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1809","ALB_LUM_003_1_053",64852,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,4.566,10.446,133,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1810","ALB_LUM_003_1_054",64853,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,2,7.07,7.871,246,-1,"Abies alba","Abies","coniferous","0",1,1,12,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1811","ALB_LUM_003_1_055",64854,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,6.595,6.328,71,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1812","ALB_LUM_003_1_056",64855,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,8.653,7.575,81,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1813","ALB_LUM_003_1_057",64856,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,10.21,10.756,94,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1814","ALB_LUM_003_1_058",64857,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,10.851,9.406,85,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1815","ALB_LUM_003_1_059",64858,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,11.691,11.63,85,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1816","ALB_LUM_003_1_060",64859,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,12.812,11.476,300,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,13,-1,-1,42.4937302462,20.043167319,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1817","ALB_LUM_003_1_061",64860,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,12.736,11.456,380,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1818","ALB_LUM_003_1_062",64861,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,12.707,10.697,71,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1819","ALB_LUM_003_1_063",64862,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,13.535,10.45,61,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1820","ALB_LUM_003_1_064",64863,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,11.734,7.691,69,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1821","ALB_LUM_003_1_065",64864,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,13.282,7.329,65,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,15,-1,-1,42.4937302462,20.043167319,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1822","ALB_LUM_003_1_066",64865,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,10.514,4.195,1201,-1,"Abies alba","Abies","coniferous","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1823","ALB_LUM_003_1_067",64866,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,7.273,3.766,412,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1824","ALB_LUM_003_1_068",64867,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,7.153,1.556,139,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1825","ALB_LUM_003_1_069",64868,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,1,11,2,9.69,-0.052,353,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,1,11,1,42.4937302462,20.043167319,"live",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
"1826","ALB_LUM_003_1_071",64870,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,10.63,0.006,84,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1827","ALB_LUM_003_1_072",64871,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,10.457,-1.149,126,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1828","ALB_LUM_003_1_073",64872,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,2,11.102,-2.108,177,-1,"Abies alba","Abies","coniferous","0",1,1,12,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1829","ALB_LUM_003_1_074",64873,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,1,7.17,-3.457,99,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1830","ALB_LUM_003_1_075",64874,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,13,2,7.54,-5.376,88,-1,"Abies alba","Abies","coniferous","0",1,1,13,0,42.4937302462,20.043167319,"live",2016,2021,"ABIALB",0.35301,0.353,0.353,90.84
"1831","ALB_LUM_003_1_076",64875,"Prokletije Mountains","Lumi i Gashit","ALB_LUM_003_1",23,0,12,2,8.262,-5.617,147,-1,"Fagus sylvatica","Fagus","broadleaved","0",1,15,-1,-1,42.4937302462,20.043167319,"dead",2016,2021,"FAGSYL",0.58548,0.585,0.585,215.37
